Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/19/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Pakistan,PAK,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,26.07599916,30.31070779,28.46385772,25.77295131,26.17582934,26.29377887,26.95046723,35.18005056,36.01879326,39.44763512,38.59892843,35.88642757,34.55747927,30.19316476,27.21709232,24.5110246,26.99480933,28.29368118,38.0636372,30.83840803,30.85786247,40.54582399,24.92706958,32.48358444,28.38834628,28.3609923,23.48708875,20.57828748,26.43289108,12.52551765,10.90650822,11.51030142,11.41400756,15.28315436,15.14013148,9.361705689,15.49744391,22.7860548,15.58352596,14.47505752,15.80086081,22.55580396,19.45551235,35.63320429,39.52011734,33.93081829,42.04634066,43.5994922,39.54258442
Panama,PAN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,53.59612955,50.35090916,34.21603423,44.81996379,59.4029892,48.96637509,34.3934145,30.16191467,28.05793441,21.4854514,13.67414297,9.675345771,8.953180996,11.05449664,27.07937861,21.65750218,62.60645509,19.84309158,18.16046622,38.0983566,39.271645,27.2934014,31.52871082,28.90798533,24.99658243,37.17881387,23.78398793,18.72261478,30.36510699,13.14828383,27.86743431,14.56011109,13.42565722,16.64700102,7.869874844,12.32262443,15.1258791,11.93095564,13.40380931,17.70418571,20.9074646,12.74483595,14.12341509,17.05302586,13.67110874,9.587286387,17.10911137,17.11193121
Philippines,PHL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,15.66158704,28.13068066,25.31950885,27.29132211,34.60927976,43.89375407,37.23398001,33.71916772,32.00952289,34.30121831,36.80166448,31.92342183,26.14936116,27.55487072,23.49606437,24.85147926,26.06907853,19.34423812,16.32124374,13.58025314,9.475806422,10.95134089,22.43777877,22.94421128,33.48248086,33.62213033,31.34964279,31.64132097,24.73813377,27.60855321,15.45350175,18.98990285,18.1122173,18.71489705,17.24450282,9.193520414,8.588893282,9.665552727,19.15122817,12.99444842,12.46464479,9.71339862,9.75538953,10.7204056,12.18011199,8.587954034,12.26231651,14.43303891
Palau,PLW,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,16.6402443,14.78495307,17.54256287,9.554981051,13.76020074,18.96455843,25.18716477,30.05071362,40.03538379,32.50633911,26.94173764,25.41133835,29.02707968,32.77755184,37.18093643,27.18759709,28.36416247,28.95677007,30.84531493,20.77717731,16.34282062,20.51645456,14.75859154,9.681321211,12.87691365,12.70252266,14.95505365,7.79515146,8.851284117,8.437207288,7.107010478,19.3235338,15.56386322,11.71210491,13.30700809,16.04321803,7.051544453,19.68978054,12.83668403,12.71678153,44.84489783,28.28481192,27.33870441,20.8094709,29.24974271,36.45188487,29.83467841,42.23855227,43.33827126
Poland,POL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico (US),PRI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,15.21655056,14.31713107,11.69692412,12.20686134,15.79283007,22.36899492,24.76452614,22.21288219,19.70908384,21.70729237,24.14990015,27.867922,29.8956726,26.57080746,9.52400782,8.457804447,10.45404359,25.13320282,8.349501141,6.491989896,5.247419591,4.791055883,5.987696269,5.060755753,6.728725933,8.962845129,10.15015961,9.853953446,9.884400897,11.11543403,9.519677055,6.832554752,5.328895912,5.291383409,5.724048696,4.482887515,6.856067441,15.65771481,11.22787816,21.71939997,15.85092324,10.45093641,12.26088458,16.11671176,10.4941802,9.243598864,8.379844233,14.08248247,9.564402301,11.06115683
West Bank and Gaza,PSE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.375249463,6.331649631,6.817391129,6.736820541,11.94033838,14.26154647,10.08490712,14.31209675,10.80322796,13.7302806,9.361462625,14.19319799,13.19628319,8.686857042,13.84891762,24.21538355,11.61000866,7.244949062,7.854905407,8.027296223,14.73326669,24.1750459,25.06155846,17.74776509,19.59078168,17.96382079,25.83094868,15.89672139,14.97423988,12.74447797,11.35204948
Rwanda,RWA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,2.8368368,0.969327522,1.313330658,2.150880114,3.866781372,4.435557443,4.656785868,5.894501931,6.919294514,10.51985718,8.40935499,13.36818475,12.99060794,18.49609415,14.25768905,16.44742592,20.397226,20.47285334,8.295266662,20.48385221,19.80658634,14.57879094,17.13208169,27.3101761,,,,,,,,,,,7.226776064,4.774571062,7.545746972,8.310352584,12.6045874,12.64498239,14.5634731,12.70685209,12.75306527,14.31375058,14.61906203,29.10519123,11.49169661,15.32071022,7.974350721
South Asia,SAS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,16.615272,18.88929697,16.26462069,15.42644775,12.92011883,12.07465092,13.13584882,15.88396937,18.32136179,20.03759588,24.39778828,34.12144612,32.4283971,30.31939281,30.23599019,31.13881923,29.63653584,26.06160888,25.36004948,27.70865329,28.59490659,24.01780119,22.71527089,21.44912581,17.12276443,15.80265674,16.4935193,19.21315762,25.91363564,13.68161059,13.99053782,8.526744588,14.77743588,9.480032828,6.341643661,6.895156875,6.457513059,6.933887361,8.120731907,18.34155497,11.05127534,16.28156303,10.15041265,11.85650073,10.00336261,15.2662305,8.621959545,8.74037985,10.45239442,11.08027656
Saudi Arabia,SAU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,13.23403164,17.17775177,16.18061961,25.60287521,24.00410016,32.27768427,27.93385909,21.79722483,17.97397959,44.47306914,21.11015396,29.86111741,11.61113288,9.710886156,5.797464024,7.206931147,5.384412487,0.536239671,10.10267727,7.067088555,8.952977638,9.788635589,6.769667791,13.47285264,13.73740005,6.912672176,10.72760502,8.52857957,7.484874957,5.021546373,4.018495953,3.01021836,5.726892357,4.21004682,4.871864112,7.148246013,4.900585769,4.310317765,10.65042897,6.336915253,4.165520976,4.198944981,3.758734679,2.878780243,45.21828886,2.95622867,,
Senegal,SEN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,6.548788229,6.051801637,6.340578637,6.788929164,16.53784308,17.67393052,31.23643853,18.24320211,13.65832846,11.97055915,17.63167751,22.15381633,27.82864345,34.42664674,33.43887479,30.27482108,21.09091145,22.65689019,14.55636913,10.27221353,18.09646917,17.75759095,20.2764682,18.75010029,22.01756487,15.82560473,16.17857216,14.52201111,13.88317732,12.56718242,14.5939921,7.942319828,7.227634231,6.175258533,4.769154219,5.983622194,5.447095235,8.53162911,9.369827545,11.22431179,7.845893536,23.24912868,9.504737234,12.40496869,14.0073823,19.77211632,23.37540904,20.70322249,18.07718088,30.23984059,41.80500429
Singapore,SGP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,0.03603096,1.896032115,0.351098021,0.598845408,0.601465604,0.824546846,2.330048538,4.488579021,5.566710952,10.0551146,6.692559153,9.214480716,11.84255597,11.51824946,5.485782234,5.790638977,8.197601156,3.837291237,3.868427271,2.493009118,5.998535201,4.848255459,7.108111653,7.161847794,10.96460431,9.86817691,14.64171887,9.078296147,2.46435853,5.978451748,5.41239215,4.210841543,6.182430629,2.702324428,4.577342601,7.308574951,2.824387089,2.427819552,3.847418793,4.689158693,4.900639385,4.026881445,6.540634576,2.450079184,2.4131829,4.884952249,3.649534289
Sierra Leone,SLE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,10.5132427,20.30725688,22.22622595,27.46928527,37.30297062,27.72557739,23.74116238,25.42956003,14.87953269,39.68573449,8.973791496,11.81106209,4.18852625,10.11749944,6.834663457,16.97545829,17.48082876,73.03299396,64.27291185,59.48970698,31.93715585,44.49194201,87.79602874,76.35290761,112.7533959,13.48731254,10.56077543,10.46748161,6.870502734,7.836096232,2.855009718,1.698024489,2.093235521,2.722938019,3.408415126,1.671147836,1.54892759,2.331430177,6.609620353,5.055686402,6.933736039,8.288893254,10.05167747,17.22777923,11.39913485,10.02464963,11.23846036,9.489618636
El Salvador,SLV,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,10.9415307,13.53336651,11.24977231,8.086918425,7.964315276,10.12856987,15.50332372,22.33749327,25.73456568,28.19693192,27.87702762,28.27273266,21.80182198,18.67426213,21.66367333,27.46046602,24.14023192,21.74281455,20.87117068,17.87771463,18.84910152,12.76156438,19.72467946,14.66728742,14.24738253,14.84281678,18.88127779,25.04196618,30.55661006,24.940805,31.62665798,24.00260769,20.22821197,27.46896594,22.14212086,22.16413117,19.15439974,17.41956739,19.26404489,18.57977893,20.0648539,51.62134081,45.53265036,67.75390942,82.02939694,67.88104861,32.15013365,83.07262474,96.19858353
San Marino,SMR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Somalia, Fed. Rep.",SOM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,3.737394166,2.732746634,2.619627545,6.268396203,18.23331216,7.808774822,13.62589014,19.95144799,15.64582548,65.66457427,39.45271127,9.205689993,47.59234393,,,,,,,,,,,,,,,,,,,,,,,,0.071953084,0.004087895,0.003587503,0.004138344,0.003494808,0.005357291,0.054234299,66.90376237,1.098732571,1.074071033,1.230426999,0.656954968
Serbia,SRB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.29846293,31.6570579,38.9866091,32.70891336,32.11817774,38.76691222,43.64860511,41.40113819,22.99414888,29.441063,21.62687837,21.6807837,25.64510134,19.14469909,17.11756179,15.002835,12.03545111,20.96658168
Sub-Saharan Africa (excluding high income),SSA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.58440388,16.8112596,15.15349634,15.6848212,16.09801725,14.55666824,12.33293363,13.0540859,12.28957926,9.583852847,7.58414411,9.855818369,9.346354727,5.88601666,5.031250995,6.15590364,4.56207809,4.319258035,6.074661086,6.912029212,8.870081895,15.67628081,15.45501974,13.69231671,17.2169235,17.95374363,19.87571851,17.40041893,15.97831369,16.19233328,16.79619153
South Sudan,SSD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,0,1.961115836,0.006371002,5.192832141,15.73113065,20.90445615,24.60869953,21.77599474,29.79571364,9.850942668,39.24893681,21.37202909,62.78247437,34.85386978,,,,,,,29.05885417,33.50374901,26.91703113,25.84903736,28.14072451,24.55102797,27.19697667,40.07536885,25.98062517,31.68283209,31.92144496,11.99961045,9.883970939,6.300508885,5.337292599,33.67124982,10.87259962,13.86548873,2.856739242,2.554365593,4.057949574,4.72743809,11.69666921,4.97430573,3.885853099,7.197020798,5.075144879,3.46661642
Suriname,SUR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34105495,34.35095179,16.51960695,22.05909285,23.69268479,18.67268441,17.05694502,14.71459035,25.05503448,
Slovak Republic,SVK,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,2.166966866,1.769853668,1.164877526,1.405926561,1.573567511,2.397833246,3.910314197,4.116406737,5.315923571,5.629386678,6.283412628,9.684934002,9.09002491,8.806270757,5.779663304,4.384927085,5.393550911,3.012844276,2.312698234,2.261989612,2.216239378,1.536809598,2.603324996,2.324373765,2.240337203,3.02836184,2.233558142,2.34628412,1.676073134,1.67784877,2.214421221,1.87943093,2.042119579,2.222179617,2.975553392,2.694122301,2.382619213,2.832946213,3.123238123,5.493894734,10.58232518,4.812745606,2.221404032,6.223711962,2.734761932,2.508083828,5.394827203,2.909090855,3.830779731,7.85722124,7.671875329
Sint Maarten (Dutch part),SXM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.433887863,3.902892804,3.148536802,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,2.605949032,5.399356064,3.902809768,8.389909044,8.706964009,2.796343876,1.054503004,5.188634261,17.51558998,5.389549891,4.119490308,4.240493486,5.868730191,4.311264197,4.30844326,4.106176989,6.702555276,8.036510461,,,,,,,,,,,,,,,,1.907672206,1.911161587,1.602358471,3.098022777,15.39351703,2.38299378,6.81076052,5.766946217,5.682935973,3.412739784,6.379074561,8.151557529,7.628768575,8.455448097,
East Asia & Pacific (IDA & IBRD countries),TEA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,3.623173118,9.458835463,12.16477245,24.24518677,18.70670182,8.717072246,9.177478105,18.12507219,18.81509789,16.48727273,23.71412118,28.35496591,29.27279608,16.91969409,23.41639371,16.2011459,12.31176064,8.199626471,6.225364954,7.049978031,5.605690893,6.141821745,9.660326464,10.23977345,7.369643612,8.485743275,6.607944187,7.528736499,2.746888239,2.705633353,2.775710488,2.477723758,3.042559615,1.584917609,15.98289709,4.240263783,2.665831518,0.774820723,1.226364648,2.309684132,2.903615625,3.319293776,4.924607223,5.83947665,5.927207673,5.905556091,5.360854119,8.855813923,11.69776109,11.09417738,13.82408395
Thailand,THA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,11.95344174,10.45124235,13.68815398,21.07061637,19.66845786,18.86223937,20.26493113,20.60415191,23.98844107,25.70640529,31.91551223,30.12203945,21.94053089,20.20168724,16.36571431,16.92314504,13.00763498,13.76670684,12.98338839,13.42322341,11.60361337,12.64536713,15.51722072,18.4258641,21.80772008,16.29500405,25.38483112,23.24548545,15.54158752,10.98769462,13.69694465,9.40143924,11.78103239,8.103645535,6.830780094,4.709335819,3.896522272,5.464202211,5.132660122,9.49240266,7.092461081,5.26222601,5.102779978,5.992646458,9.621190787,8.307466075,5.244970723,7.940926182,11.96444949,4.684348329
Tajikistan,TJK,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6075444,8.435212535,8.31975228,8.242844023,5.899970445,4.125662941,5.952247684,28.05781735,30.8894714,20.12851637,12.52466576,11.89543093,13.47211334,12.2501422,28.14517923,26.08920639,21.91505088,19.51680664,12.13101247,11.91513296,9.136046825,10.30253921,8.764347651
Turkmenistan,TKM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1958998,22.11143778,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008257838,0.008958484,0.019617371,0.058456661,0.124179938,0.203930992,0.317026611,0.433295536,0.412410231,0.308479869,0.779253533,2.057629692,3.050647515
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,3.447975988,3.715226655,3.634152844,4.182445753,3.254028021,4.431837355,4.499607011,4.849189797,4.59713311,,,,,,,,9.824285997,8.931407508,8.255471282,8.631918619,9.761098772,8.579506592,10.63161836,8.748696734,7.165323145,9.318655026,6.546727915,6.150784162,5.666400205,6.730622238,7.398290599,5.142021004,4.046758104,6.662173562,3.551841146,3.998138143,4.87731101,10.98482329,11.04753188,22.82149804
South Asia (IDA & IBRD),TSA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,7.621574647,13.57025389,15.68732546,14.61797157,16.30410851,16.7917576,18.18831884,21.64650312,25.28693531,27.53720427,31.98461432,32.87740167,24.60755378,24.75037212,27.00912197,26.53464616,21.94550343,23.08092095,20.8696554,18.27238371,17.83849849,17.12991626,16.80308562,17.50934747,22.06041402,14.42824239,15.48438081,14.61410825,15.52949912,13.7397496,15.6891063,12.33766872,7.983783541,10.60910232,10.51853876,11.61069014,11.60253691,10.9788598,8.965790783,10.29550005,12.06431803,17.02564489,21.09025891,22.48695445,27.6875616,30.25502003,23.59923858,24.11606923,26.17240958
Turkiye,TUR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,12.37168082,18.66323198,23.23733862,41.59268093,47.90926614,45.15232067,43.77050632,39.86294594,37.44221249,39.49747416,33.04468965,40.30303138,40.95587386,41.20101443,41.91926023,37.56783799,33.79744183,36.077608,35.89726216,31.39788495,34.10168677,30.07934447,23.35214518,22.29720539,26.40364632,38.90131296,38.89958548,42.37177764,48.64209383,38.90431478,34.57015629,37.54724002,33.2805483,32.77988567,30.40480207,42.09584033,37.23333905,31.38346302,26.77151206,27.16261214,23.8539286,25.3789735,36.42543913,37.36299781,33.47947718,33.24321648,40.73677125,25.33966092,19.68122946,20.90954716,23.43184722
Tuvalu,TUV,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,3.759915016,5.393862314,13.80045203,11.53199654,18.2232196,18.85259524,24.94245009,29.49472752,24.59349516,38.99262419,34.43644959,39.18627514,31.92367547,32.95232845,32.8937819,40.44424175,40.12513655,26.81355577,18.94217467,17.43200389,18.84894637,12.64022721,18.98001315,17.88195661,11.93268502,7.824433936,5.323228557,3.92020928,4.557454276,4.349972727,2.528047556,1.756961515,1.285638942,3.079329901,2.979182932,2.012366693,2.050899095,2.331410489,4.030379092,5.467820362,8.750687368,9.786312846,12.25302066,12.37738569,16.13508289,18.58186511,16.40650147,15.5601136,12.09029155
Uganda,UGA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,17.35284122,24.94053198,18.20630475,23.40216141,30.33707229,41.67673225,40.71513049,47.93044233,75.68388044,67.63058232,81.36013892,74.80177844,59.65689226,46.0156764,27.4985834,19.83670707,18.20195753,20.1712655,20.79658804,18.52410066,10.56349608,7.060237206,9.800111909,10.54648406,8.854242706,10.79010849,5.560833095,2.638557465,2.340761135,2.113588413,1.79956927,1.4743527,1.361097218,1.742986638,4.183260892,1.991114226,17.37410401,3.65711718,8.857156845,4.815353767,13.54927378,13.94168604,16.83909212,29.9684023,13.94136556
